0.699967,0.040001,0.040001,0.020001,0.040001,0.020001,0.020001,0.000001,0.000001,0.000001,0.040001,0.020001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.539967,0.020001,0.040001,0.020001,0.040001,0.040001,0.020001,0.020001,0.020001,0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.020001,0.759967,0.040001,0.040001,0.020001,0.000001,0.020001,0.000001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.040001,0.599967,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.020001,0.040001,0.020001,0.759967,0.040001,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.020001,0.040001,0.040001,0.599967,0.020001,0.020001,0.020001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.040001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.579967,0.040001,0.040001,0.020001,0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.040001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.020001,0.040001,0.000001,0.020001,0.040001,0.639967,0.040001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.040001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.040001,0.040001,0.659967,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.040001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.619967,0.020001,0.040001,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.020001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.020001,0.679967,0.040001,0.040001,0.020001,0.040001,0.020001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.020001,0.040001,0.040001,0.519967,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.020001,0.040001,0.020001,0.739967,0.040001,0.040001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.020001,0.040001,0.040001,0.579967,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.020001,0.040001,0.020001,0.040001,0.020001,0.759967,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.020001,0.040001,0.020001,0.040001,0.040001,0.599967,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.040001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.679967,0.040001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.020001,0.000001,0.020001,0.020001,0.040001,0.000001,0.020001,0.040001,0.659967,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.020001,0.040001,0.040001,0.040001,0.040001,0.020001,0.000001,0.020001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.639967,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.040001,0.000001,0.020001,0.000001,0.020001,0.040001,0.040001,0.020001,0.599967,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.749967,0.030001,0.030001,0.030001,0.030001,0.020001,0.020001,0.010001,0.020001,0.010001,0.010001,0.020001,0.020001,0.000001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.030001,0.739967,0.030001,0.030001,0.020001,0.030001,0.020001,0.010001,0.010001,0.020001,0.010001,0.030001,0.020001,0.000001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.030001,0.030001,0.729967,0.030001,0.020001,0.020001,0.030001,0.020001,0.010001,0.010001,0.020001,0.020001,0.030001,0.000001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.030001,0.030001,0.030001,0.759967,0.020001,0.020001,0.020001,0.010001,0.010001,0.010001,0.010001,0.020001,0.020001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.030001,0.020001,0.020001,0.020001,0.729967,0.030001,0.030001,0.020001,0.030001,0.020001,0.020001,0.010001,0.010001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.030001,0.020001,0.020001,0.030001,0.719967,0.030001,0.020001,0.020001,0.030001,0.020001,0.020001,0.010001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.020001,0.030001,0.020001,0.030001,0.030001,0.709967,0.030001,0.020001,0.020001,0.030001,0.010001,0.020001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.010001,0.010001,0.020001,0.010001,0.020001,0.020001,0.030001,0.789967,0.020001,0.020001,0.030001,0.000001,0.010001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.010001,0.010001,0.010001,0.030001,0.020001,0.020001,0.020001,0.779967,0.030001,0.030001,0.000001,0.000001,0.020001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.010001,0.020001,0.010001,0.010001,0.020001,0.030001,0.020001,0.020001,0.030001,0.769967,0.030001,0.010001,0.000001,0.020001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.010001,0.010001,0.020001,0.010001,0.020001,0.020001,0.030001,0.030001,0.030001,0.030001,0.759967,0.000001,0.010001,0.020001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.030001,0.020001,0.020001,0.010001,0.020001,0.010001,0.000001,0.000001,0.010001,0.000001,0.819967,0.030001,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.020001,0.030001,0.020001,0.010001,0.010001,0.020001,0.010001,0.000001,0.000001,0.010001,0.030001,0.809967,0.010001,0,0
0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.010001,0.010001,0.010001,0.010001,0.010001,0.020001,0.020001,0.020001,0.010001,0.010001,0.869967,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1